Genus_species,Native,Nesting Behavior,Voltinism,Sociality,Foraging Behavior,Tongue Length
Lasioglossum_avalonense,NA,Ground,NA,NA,NA,Short
Lasioglossum_bardum,NA,Ground,NA,NA,NA,Short
Lasioglossum_bernardinense,NA,Ground,NA,NA,NA,Short
Lasioglossum_birkmanni,NA,Ground,NA,NA,NA,Short
Lasioglossum_busckiellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_cabrilli,NA,Ground,NA,NA,NA,Short
Lasioglossum_caducum,NA,Ground,NA,NA,NA,Short
Lasioglossum_californiae,NA,Ground,NA,NA,NA,Short
Lasioglossum_channelense,NA,Ground,NA,NA,NA,Short
Lasioglossum_cire,NA,Ground,NA,NA,NA,Short
Lasioglossum_clarigaster,NA,Ground,NA,NA,NA,Short
Lasioglossum_clarissimum,NA,Ground,NA,NA,NA,Short
Lasioglossum_clematisellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_coactum,NA,Ground,Multivoltine,Eusocial,Generalist,Short
Lasioglossum_colatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_comagenense,NA,Ground,NA,NA,NA,Short
Lasioglossum_comulum,NA,Ground,NA,NA,NA,Short
Lasioglossum_connexum,NA,Ground,NA,NA,NA,Short
Lasioglossum_cooleyi,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_cordleyi,NA,Ground,NA,NA,NA,Short
Lasioglossum_crassiceps,NA,Ground,NA,NA,NA,Short
Lasioglossum_crocoturum,NA,Ground,NA,NA,NA,Short
Lasioglossum_cyaneonotum,NA,Ground,NA,NA,NA,Short
Lasioglossum_cyanescens,NA,Ground,NA,NA,NA,Short
Lasioglossum_cyanurum,NA,Ground,NA,NA,NA,Short
Lasioglossum_danforthi,NA,Ground,NA,NA,NA,Short
Lasioglossum_dasiphorae,NA,Ground,NA,NA,NA,Short
Lasioglossum_desertum,NA,Ground,NA,NA,Specialist,Short
Lasioglossum_diatretum,NA,Ground,NA,NA,NA,Short
Lasioglossum_disabanci,NA,Ground,NA,NA,NA,Short
Lasioglossum_divergenoides,NA,Ground,NA,NA,NA,Short
Lasioglossum_divergens,NA,Ground,NA,NA,NA,Short
Lasioglossum_diversopunctatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_dreisbachi,NA,Ground,NA,Eusocial,Generalist,Short
Lasioglossum_dubitatum,NA,Ground,NA,Eusocial,NA,Short
Lasioglossum_ebmerianum,NA,Ground,NA,NA,NA,Short
Lasioglossum_egregium,NA,Ground,NA,NA,NA,Short
Lasioglossum_eickwortellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_eophilum,NA,Ground,NA,NA,NA,Short
Lasioglossum_epiense,NA,Ground,NA,NA,NA,Short
Lasioglossum_fedorense,NA,Ground,NA,NA,NA,Short
Lasioglossum_ferrerii,NA,Ground,NA,NA,NA,Short
Lasioglossum_proangulare,NA,Ground,NA,NA,NA,Short
Lasioglossum_giffardi,NA,Ground,NA,NA,NA,Short
Lasioglossum_glabriventre,NA,Ground,NA,NA,NA,Short
Lasioglossum_granosum,NA,Ground,NA,NA,NA,Short
Lasioglossum_grinnelli,NA,Ground,NA,NA,NA,Short
Lasioglossum_gulare,NA,Ground,NA,NA,NA,Short
Lasioglossum_hammondi,NA,Ground,NA,NA,NA,Short
Lasioglossum_hemimelas,NA,Ground,NA,NA,NA,Short
Lasioglossum_heterorhinum,NA,Ground,NA,NA,NA,Short
Lasioglossum_humboldtense,NA,Ground,NA,NA,NA,Short
Lasioglossum_hunteri,NA,Ground,NA,NA,NA,Short
Lasioglossum_impavidum,NA,Ground,NA,NA,NA,Short
Lasioglossum_inconditum,NA,Ground,NA,NA,NA,Short
Lasioglossum_insolitum,NA,Ground,NA,NA,NA,Short
Lasioglossum_jubatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_katyae,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_kincaidii,NA,Ground,NA,NA,NA,Short
Lasioglossum_kunzei,NA,Ground,NA,NA,NA,Short
Lasioglossum_lampronotum,NA,Ground,NA,NA,NA,Short
Lasioglossum_latum,NA,Ground,NA,NA,NA,Short
Lasioglossum_lazulis,NA,Ground,NA,NA,NA,Short
Halictus_leptocephalus,NA,Ground,NA,NA,NA,Short
Lasioglossum_lectum,NA,Ground,NA,NA,NA,Short
Lasioglossum_leptocephalum,NA,Ground,NA,NA,NA,Short
Halictus_leucozonius,NA,Ground,NA,NA,NA,Short
Lasioglossum_leviense,NA,Ground,NA,NA,NA,Short
Lasioglossum_lineatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_lisa,NA,Ground,NA,NA,NA,Short
Lasioglossum_longicorne,NA,Ground,NA,NA,NA,Short
Lasioglossum_mactum,NA,Ground,NA,NA,NA,Short
Lasioglossum_manitouellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_megastictum,NA,Ground,NA,NA,NA,Short
Lasioglossum_melanopus,NA,Ground,NA,NA,NA,Short
Lasioglossum_mellipes,NA,Ground,NA,NA,NA,Short
Lasioglossum_mendocinense,NA,Ground,NA,NA,NA,Short
Lasioglossum_meritum,NA,Ground,NA,NA,NA,Short
Lasioglossum_merosum,NA,Ground,NA,NA,NA,Short
Lasioglossum_mesillense,NA,Ground,NA,NA,NA,Short
Lasioglossum_mestrei,NA,Ground,NA,NA,NA,Short
Lasioglossum_microlepoides,NA,Ground,NA,NA,NA,Short
Lasioglossum_miguelense,NA,Ground,NA,NA,NA,Short
Lasioglossum_molle,NA,Ground,NA,NA,NA,Short
Lasioglossum_morrilli,NA,Ground,NA,NA,NA,Short
Lasioglossum_nigrescens,NA,Ground,NA,NA,NA,Short
Lasioglossum_nigricalle,NA,Ground,NA,NA,NA,Short
Lasioglossum_nigridens,NA,Ground,NA,NA,NA,Short
Lasioglossum_nigrum,NA,Ground,NA,NA,NA,Short
Lasioglossum_noctivaga,NA,Ground,NA,NA,NA,Short
Lasioglossum_obnubilum,NA,Ground,NA,NA,NA,Short
Lasioglossum_obscurior,NA,Ground,NA,NA,NA,Short
Lasioglossum_occultum,NA,Ground,NA,NA,NA,Short
Lasioglossum_oleosum,NA,Ground,NA,NA,NA,Short
Lasioglossum_olympiae,NA,Ground,NA,NA,NA,Short
Lasioglossum_orthocarpi,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_pacificum,NA,Ground,NA,NA,NA,Short
Lasioglossum_parvum,NA,Ground,NA,NA,NA,Short
Lasioglossum_paululum,NA,Ground,NA,NA,NA,Short
Lasioglossum_pectoraloides,NA,Ground,NA,NA,NA,Short
Lasioglossum_pensitum,NA,Ground,NA,NA,NA,Short
Lasioglossum_peralpinum,NA,Ground,NA,NA,NA,Short
Lasioglossum_peraltum,NA,Ground,NA,NA,NA,Short
Lasioglossum_perdifficile,NA,Ground,NA,NA,NA,Short
Lasioglossum_perexiguum,NA,Ground,NA,NA,NA,Short
Lasioglossum_perichlarum,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_perparvum,NA,Ground,NA,NA,NA,Short
Lasioglossum_pilosellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_potosi,NA,Ground,NA,NA,NA,Short
Lasioglossum_proximatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_pruinosiforme,NA,Ground,NA,NA,NA,Short
Lasioglossum_pseudotegulare,NA,Ground,NA,NA,NA,Short
Lasioglossum_pudicum,NA,Ground,NA,NA,NA,Short
Lasioglossum_pullilabre,NA,Ground,NA,NA,NA,Short
Lasioglossum_pulveris,NA,Ground,NA,NA,NA,Short
Lasioglossum_punctatum,NA,Ground,NA,NA,NA,Short
Halictus_punctatus,NA,Ground,NA,NA,NA,Short
Lasioglossum_punctiferelleum,NA,Ground,NA,NA,NA,Short
Lasioglossum_regis,NA,Ground,NA,NA,NA,Short
Lasioglossum_rhodognathum,NA,Ground,NA,NA,NA,Short
Lasioglossum_robertsonellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_robertsoni,NA,Ground,NA,NA,NA,Short
Lasioglossum_robustum,NA,Ground,NA,NA,NA,Short
Lasioglossum_ruficorne,NA,Ground,NA,NA,NA,Short
Lasioglossum_rufopantex,NA,Ground,NA,NA,NA,Short
Lasioglossum_rufulipes,NA,Ground,NA,Eusocial,Generalist,Short
Lasioglossum_rupticristum,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_saffordi,NA,Ground,NA,NA,NA,Short
Lasioglossum_sanfrancisconis,NA,Ground,NA,NA,NA,Short
Lasioglossum_semibrunneum,NA,Ground,NA,NA,NA,Short
Lasioglossum_sequoiae,NA,Ground,NA,NA,NA,Short
Lasioglossum_stictaspis,NA,Ground,NA,NA,NA,Short
Lasioglossum_subobscurum,NA,Ground,NA,NA,NA,Short
Lasioglossum_subversans,NA,Ground,NA,NA,NA,Short
Lasioglossum_supranitens,NA,Ground,NA,NA,NA,Short
Lasioglossum_swezeyi,NA,Ground,NA,NA,NA,Short
Lasioglossum_synthyridis,NA,Ground,Multivoltine,Eusocial,NA,Short
Lasioglossum_tenue,NA,Ground,NA,NA,NA,Short
Lasioglossum_testaceum,NA,Ground,NA,NA,NA,Short
Lasioglossum_timberlakei,NA,Ground,NA,NA,NA,Short
Lasioglossum_tracyi,NA,Ground,NA,NA,NA,Short
Lasioglossum_trizonatum,NA,Ground,NA,NA,NA,Short
Lasioglossum_vaporellum,NA,Ground,NA,NA,NA,Short
Lasioglossum_vexator,NA,Ground,NA,NA,NA,Short
Lasioglossum_viridatulum,NA,Ground,NA,NA,NA,Short
Lasioglossum_wheeleri,NA,Ground,NA,Parasitic,NA,Short
Nesosphecodes_anthracinus,NA,NA,NA,NA,NA,Short
Sphecodes_antennariae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_arroyanus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_arvensiformis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_asclepiadis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_atlantis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_autumnalis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_brachycephalus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_californicus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_carolinus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_castaneae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_centralis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_cephalotes,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_clematidis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_columbiae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_connexus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_coronus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_cressonii,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_eustictus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_fattigi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_fortior,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_fragariae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_hesperellus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_hirtellus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_hydrangeae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_illinoensis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_knetschi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_laetus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_lautipennis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_levis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_manni,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_millsi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_minor,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_nigricans,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_nigricorpus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_nigritus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_nitidissimus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_olympicus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_patruelis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_pecosensis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_perlustrans,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_prosphorus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_prostygius,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_pulsatillae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_punctatus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_puncticollis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_pusillus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_pycnanthemi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_rhois,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_rohweri,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_rugulosus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_semicoloratus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_shawi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_solonis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_sophiae,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_sulcatulus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_tanoi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_townesi,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_trentonensis,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_veganus,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_washingtoni,NA,Host Nest,NA,Parasitic,NA,Short
Sphecodes_wheeleri,NA,Host Nest,NA,Parasitic,NA,Short
Halictus_perfumidus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_perileucus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_placatus,NA,Ground,NA,Plastic,Generalist,Short
Halictus_zonatus,NA,Ground,NA,Plastic,Generalist,Short
Coelioxys_abdominalis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_apacheorum,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_aperta,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_artemis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_asclepiadis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_boharti,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_brevis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_calabarensis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_deani,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_digitata,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_erysimi,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_gilensis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_gonaspis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_grindeliae,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_insita,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_liberalis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_mesae,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_nodis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_novomexicana,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_obtusiventris,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_piercei,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_pratti,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_ruizi,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_salinaria,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_sanguinicollis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_sannicolarensis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_serricaudata,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_sodalis,NA,Host Nest,NA,Parasitic,NA,Long
Coelioxys_tiburonensis,NA,Host Nest,NA,Parasitic,NA,Long
Megachile_abluta,NA,Cavity,NA,Solitary,NA,Long
Megachile_adelphodonta,NA,Cavity,NA,Solitary,NA,Long
Megachile_agustini,NA,Cavity,NA,Solitary,Generalist,Long
Megachile_alamosana,NA,Cavity,NA,Solitary,NA,Long
Megachile_alata,NA,Cavity,NA,Solitary,Specialist,Long
Megachile_albidula,NA,Cavity,NA,Solitary,NA,Long
Megachile_amica,NA,Cavity,NA,Solitary,NA,Long
Megachile_angularis,NA,Cavity,NA,Solitary,NA,Long
Megachile_anograe,NA,Ground,NA,Solitary,NA,Long
Megachile_armaticeps,NA,Cavity,NA,Solitary,NA,Long
Megachile_asarna,NA,Cavity,NA,Solitary,NA,Long
Megachile_astragali,NA,Cavity,NA,Solitary,NA,Long
Megachile_atrata,NA,Cavity,NA,Solitary,NA,Long
Megachile_azteca,NA,Cavity,NA,Solitary,NA,Long
Megachile_bakeri,NA,Cavity,NA,Solitary,NA,Long
Megachile_binotulata,NA,Cavity,NA,Solitary,NA,Long
Megachile_boharti,NA,Cavity,NA,Solitary,NA,Long
Megachile_bradleyi,NA,Cavity,NA,Solitary,NA,Long
Megachile_browni,NA,Cavity,NA,Solitary,NA,Long
Megachile_bruneri,NA,Cavity,NA,Solitary,NA,Long
Megachile_carbonaria,NA,Cavity,NA,Solitary,NA,Long
Megachile_casadae,NA,Cavity,NA,Solitary,NA,Long
Megachile_chichimeca,NA,Cavity,NA,Solitary,NA,Long
Megachile_chilopsidis,NA,Cavity,NA,Solitary,NA,Long
Megachile_clara,NA,Cavity,NA,Solitary,NA,Long
Megachile_cochisiana,NA,Cavity,NA,Solitary,NA,Long
Megachile_coloradensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_comata,NA,Cavity,NA,Solitary,NA,Long
Megachile_coquilletti,NA,Cavity,NA,Solitary,NA,Long
Megachile_crassipes,NA,Cavity,NA,Solitary,NA,Long
Megachile_ampla,NA,Cavity,NA,Solitary,NA,Long
Megachile_cylindrica,NA,Cavity,NA,Solitary,NA,Long
Megachile_dentipes,NA,Cavity,NA,Solitary,NA,Long
Megachile_dentitarsus,NA,Cavity,NA,Solitary,Generalist,Long
Megachile_diligens,NA,Cavity,NA,Solitary,NA,Long
Megachile_discorhina,NA,Cavity,NA,Solitary,NA,Long
Megachile_dulciana,NA,Cavity,NA,Solitary,NA,Long
Megachile_dupla,NA,Cavity,NA,Solitary,NA,Long
Megachile_empeyi,NA,Cavity,NA,Solitary,NA,Long
Megachile_faceta,NA,Cavity,NA,Solitary,NA,Long
Megachile_fidelis,NA,Cavity,NA,Solitary,Generalist,Long
Megachile_florensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_fortis,NA,Ground,NA,Solitary,Specialist,Long
Megachile_fucata,NA,Cavity,NA,Solitary,NA,Long
Megachile_fullawayi,NA,Cavity,NA,Solitary,NA,Long
Megachile_geneana,NA,Cavity,NA,Solitary,NA,Long
Megachile_giliae,NA,Cavity,NA,Solitary,NA,Long
Megachile_gravita,NA,Cavity,NA,Solitary,NA,Long
Megachile_hilata,NA,Cavity,NA,Solitary,NA,Long
Megachile_holosericea,NA,Cavity,NA,Solitary,NA,Long
Megachile_hookeri,NA,Cavity,NA,Solitary,NA,Long
Megachile_impartita,NA,Cavity,NA,Solitary,NA,Long
Megachile_ingens,NA,Cavity,NA,Solitary,NA,Long
Megachile_innupta,NA,Cavity,NA,Solitary,NA,Long
Megachile_instita,NA,Cavity,NA,Solitary,NA,Long
Megachile_inyoensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_laguniana,NA,Cavity,NA,Solitary,NA,Long
Megachile_lapponica,NA,Cavity,NA,Solitary,NA,Long
Megachile_laticeps,NA,Cavity,NA,Solitary,NA,Long
Megachile_latita,NA,Cavity,NA,Solitary,NA,Long
Megachile_laurita,NA,Cavity,NA,Solitary,NA,Long
Megachile_legalis,NA,Cavity,NA,Solitary,NA,Long
Megachile_lippiae,NA,Ground,NA,Solitary,Generalist,Long
Megachile_lobatifrons,NA,Cavity,NA,Solitary,NA,Long
Megachile_macneilli,NA,Cavity,NA,Solitary,NA,Long
Megachile_manifesta,NA,Ground ,NA,Solitary,Specialist,Long
Megachile_manni,NA,Cavity,NA,Solitary,NA,Long
Megachile_maurata,NA,Cavity,NA,Solitary,NA,Long
Megachile_melanderi,NA,Cavity,NA,Solitary,NA,Long
Megachile_melanogaster,NA,Cavity,NA,Solitary,NA,Long
Megachile_mellitarsis,NA,Cavity,NA,Solitary,NA,Long
Megachile_micheneri,NA,Cavity,NA,Solitary,NA,Long
Megachile_mojavensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_morio,NA,Cavity,NA,Solitary,NA,Long
Megachile_mucorosa,NA,Cavity,NA,Solitary,NA,Long
Megachile_multidens,NA,Cavity,NA,Solitary,NA,Long
Megachile_murina,NA,Cavity,NA,Solitary,NA,Long
Megachile_neli,NA,Cavity,NA,Solitary,NA,Long
Megachile_nelsoni,NA,Cavity,NA,Solitary,NA,Long
Megachile_nevadensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_newberryae,NA,Cavity,NA,Solitary,NA,Long
Megachile_obtusa,NA,Cavity,NA,Solitary,NA,Long
Megachile_occidentalis,NA,Cavity,NA,Solitary,NA,Long
Megachile_oslari,NA,Cavity,NA,Solitary,NA,Long
Megachile_pagosiana,NA,Cavity,NA,Solitary,NA,Long
Megachile_palmensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_parksi,NA,Cavity,NA,Solitary,NA,Long
Megachile_pascoensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_prosopidis,NA,Cavity,NA,Solitary,NA,Long
Megachile_pseudolegalis,NA,Cavity,NA,Solitary,NA,Long
Megachile_pseudonigra,NA,Cavity,NA,Solitary,NA,Long
Megachile_relicta,NA,Cavity,NA,Solitary,NA,Long
Megachile_rossi,NA,Cavity,NA,Solitary,NA,Long
Megachile_rufipennis,NA,Wood,NA,Solitary,NA,Long
Megachile_saba,NA,Cavity,NA,Solitary,NA,Long
Megachile_sabinensis,NA,Cavity,NA,Solitary,Specialist,Long
Megachile_schmidti,NA,Cavity,NA,Solitary,NA,Long
Megachile_seducta,NA,Cavity,NA,Solitary,NA,Long
Megachile_sidalceae,NA,Cavity,NA,Solitary,NA,Long
Megachile_soledadensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_spinotulata,NA,Cavity,NA,Solitary,NA,Long
Megachile_stoddardensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_subanograe,NA,Cavity,NA,Solitary,NA,Long
Megachile_subexilis,NA,Cavity,NA,Solitary,NA,Long
Megachile_subnigra,NA,Ground,NA,Solitary,NA,Long
Megachile_subparallela,NA,Cavity,NA,Solitary,NA,Long
Megachile_terrestris,NA,Cavity,NA,Solitary,NA,Long
Megachile_texensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_timberlakei,NA,Cavity,NA,Solitary,NA,Long
Megachile_toscata,NA,Cavity,NA,Solitary,NA,Long
Megachile_tricolor,NA,Cavity,NA,Solitary,NA,Long
Megachile_umatillensis,NA,Cavity,NA,Solitary,Specialist,Long
Megachile_umbripennis,NA,Cavity,NA,Solitary,NA,Long
Megachile_ustulata,NA,Cavity,NA,Solitary,NA,Long
Megachile_victoriana,NA,Cavity,NA,Solitary,NA,Long
Megachile_voiensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_wheeleri,NA,Ground,NA,Solitary,NA,Long
Megachile_wyomingensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_xerophila,NA,Cavity,NA,Solitary,Specialist,Long
Megachile_yumensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_zapoteca,NA,Cavity,NA,Solitary,Generalist,Long
Megachile_bidens,NA,Cavity,NA,Solitary,Generalist,Long
Megachile_zaptlana,NA,Cavity,NA,Solitary,NA,Long
Megachile_laqueata,NA,Cavity,NA,Solitary,NA,Long
Megachile_zombae,NA,Cavity,NA,Solitary,NA,Long
Megachile_asterae,NA,Cavity,NA,Solitary,NA,Long
Megachile_chilensis,NA,Cavity,NA,Solitary,NA,Long
Megachile_praefica,NA,Cavity,NA,Solitary,NA,Long
Coelioxys_edentata,NA,Host Nest,NA,Parasitic,NA,Long
Megachile_tetrazona,NA,Cavity,NA,Solitary,NA,Long
Anthophora_basalis,NA,Ground,NA,Solitary,NA,Medium
Anthophora _biciliata,NA,Ground,NA,Solitary,NA,Medium
Anthophora_mucida,NA,Ground,NA,Solitary,NA,Medium
Anthophora_cincreus,NA,Ground,NA,Solitary,NA,Medium
Anthophora_cinereus,NA,Ground,NA,Solitary,NA,Medium
Anthophora_krugeri,NA,Ground,NA,Solitary,NA,NA
Anthophora_perezi,NA,Ground,NA,Solitary,NA,Medium
Anthophora_similis,NA,Ground,NA,Solitary,NA,NA
Anthophora_raddei,NA,Ground,NA,Solitary,NA,NA
Anthophora_villosula,NA,Ground,NA,Solitary,NA,NA
Eulaema_polychroma,NA,NA,NA,NA,NA,Long
Nomia_ivoirensis,NA,Ground,NA,Plastic,Generalist,Short
Centris_dimidiata,NA,Ground,NA,Solitary,NA,Long
Centris_atriventris,NA,Ground,NA,Solitary,NA,Long
Centris_fluviatilis,NA,Ground,NA,Solitary,NA,Long
Centris_mourei,NA,Ground,NA,Solitary,NA,Long
Centris_varia,NA,Ground,NA,Solitary,NA,Long
Centris_conica,NA,Ground,NA,Solitary,NA,Long
Holcopasites_minimus,NA,Host Nest,NA,Parasitic,Specialist,Long
Ceratina_citriphila,NA,Wood,NA,Subsocial,Generalist,Long
Pithitis_rufipes,NA,Wood,NA,Subsocial,NA,Long
Ceratina _rufipes,NA,Wood,NA,Subsocial,NA,Long
Ceratina_tibialis,NA,Wood,NA,Subsocial,Generalist,Long
Exomalopsis_analis,NA,Ground,NA,Communal,NA,Long
Exomalopsis_zexmeniae,NA,Ground,NA,Communal,NA,Long
Exomalopsis_pulchella,NA,Ground,NA,Solitary,NA,Long
Paratetrapedia_nigriceps,NA,Wood,NA,Solitary,NA,Long
Epeolus_alatus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_flavofasciatus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_agaricifer,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_siculus,NA,Host Nest,NA,Parasitic,NA,Long
Epeolus_tarsalis,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_antiochensis,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_argentimus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_argus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_bimorulus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_charlesi,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_circumculus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_diffusus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_dilutus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_edwardi,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_engeli,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_fraserae,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_fraseri,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_fulgidus,NA,Host Nest,NA,Parasitic,NA,Long
Triepeolus_griswoldi ,NA,Host Nest,NA,Parasitic,NA,Long
