Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
Clay Deer,-98.2223,32.8882,315,5/1/21,1.62,15.4,17.9,20.5
Clay Deer,-98.2223,32.8882,315,5/2/21,5.19,17.1,19.1,21
Clay Deer,-98.2223,32.8882,315,5/3/21,0,17.5,22.8,28
Clay Deer,-98.2223,32.8882,315,5/4/21,0,14.4,22.8,31.2
Clay Deer,-98.2223,32.8882,315,5/5/21,0,7.6,15,22.4
Clay Deer,-98.2223,32.8882,315,5/6/21,0,10.2,17.4,24.6
Clay Deer,-98.2223,32.8882,315,5/7/21,0,12.1,20.1,28
Clay Deer,-98.2223,32.8882,315,5/8/21,0,15.6,22.7,29.9
Clay Deer,-98.2223,32.8882,315,5/9/21,0,17.5,24.3,31
Clay Deer,-98.2223,32.8882,315,5/10/21,0,13.1,19.2,25.3
Clay Deer,-98.2223,32.8882,315,5/11/21,2.99,12.1,13.1,14.1
Clay Deer,-98.2223,32.8882,315,5/12/21,10.8,11.5,13.6,15.8
Clay Deer,-98.2223,32.8882,315,5/13/21,0,10.8,13.5,16.3
Clay Deer,-98.2223,32.8882,315,5/14/21,0,12.2,16.7,21.2
Clay Deer,-98.2223,32.8882,315,5/15/21,0.8,13.1,19.6,26.1
Clay Deer,-98.2223,32.8882,315,5/16/21,0.91,17.8,21.6,25.4
Clay Deer,-98.2223,32.8882,315,5/17/21,11.27,17.3,22.5,27.7
Clay Deer,-98.2223,32.8882,315,5/18/21,14.83,15.3,21.8,28.2
Clay Deer,-98.2223,32.8882,315,5/19/21,16.03,15.3,18.7,22
Clay Deer,-98.2223,32.8882,315,5/20/21,0,16.9,21.4,25.9
Clay Deer,-98.2223,32.8882,315,5/21/21,0,17.4,22.2,27.1
Clay Deer,-98.2223,32.8882,315,5/22/21,0,20,24.2,28.3
Clay Deer,-98.2223,32.8882,315,5/23/21,8.28,19.7,22.1,24.5
Clay Deer,-98.2223,32.8882,315,5/24/21,1.37,17.7,20.4,23
Clay Deer,-98.2223,32.8882,315,5/25/21,6.86,19.1,22.2,25.3
Clay Deer,-98.2223,32.8882,315,5/26/21,13.15,17.7,23.6,29.4
Clay Deer,-98.2223,32.8882,315,5/27/21,0,21.4,26.3,31.3
Clay Deer,-98.2223,32.8882,315,5/28/21,0,19.4,25,30.7
Clay Deer,-98.2223,32.8882,315,5/29/21,0,17.3,20.5,23.7
Clay Deer,-98.2223,32.8882,315,5/30/21,0,17.7,22.7,27.7
Clay Deer,-98.2223,32.8882,315,5/31/21,3.11,18.3,20.9,23.5
Clay Deer,-98.2223,32.8882,315,6/1/21,50.69,16.1,19,21.9
Clay Deer,-98.2223,32.8882,315,6/2/21,1.94,14.4,18.9,23.5
Clay Deer,-98.2223,32.8882,315,6/3/21,7.86,15.7,21.1,26.5
Clay Deer,-98.2223,32.8882,315,6/4/21,0,17,22.2,27.4
Clay Deer,-98.2223,32.8882,315,6/5/21,0,18.1,22.6,27
Clay Deer,-98.2223,32.8882,315,6/6/21,0.4,18.8,23.4,28.1
Clay Deer,-98.2223,32.8882,315,6/7/21,0,19.7,25,30.2
Clay Deer,-98.2223,32.8882,315,6/8/21,31.87,18.8,24.5,30.1
Clay Deer,-98.2223,32.8882,315,6/9/21,0,21.2,26.9,32.5
Clay Deer,-98.2223,32.8882,315,6/10/21,0,23.8,28.1,32.4
Clay Deer,-98.2223,32.8882,315,6/11/21,0,23.6,28.6,33.6
Clay Deer,-98.2223,32.8882,315,6/12/21,0,22.9,28.6,34.3
Clay Deer,-98.2223,32.8882,315,6/13/21,0,22.2,28.1,34
Clay Deer,-98.2223,32.8882,315,6/14/21,1.23,23.2,29,34.8
Clay Deer,-98.2223,32.8882,315,6/15/21,3.8,22,27.9,33.8
Clay Deer,-98.2223,32.8882,315,6/16/21,0,20.6,27.4,34.2
Clay Deer,-98.2223,32.8882,315,6/17/21,0,21.1,28.1,35
Clay Deer,-98.2223,32.8882,315,6/18/21,0,22.5,28.8,35.1
Clay Deer,-98.2223,32.8882,315,6/19/21,0,20.3,27.4,34.5
Clay Deer,-98.2223,32.8882,315,6/20/21,0,21.3,28,34.7
Clay Deer,-98.2223,32.8882,315,6/21/21,0,23.5,29.2,35
Clay Deer,-98.2223,32.8882,315,6/22/21,0,16.6,24.1,31.6
Clay Deer,-98.2223,32.8882,315,6/23/21,0,18.1,23.3,28.5
Clay Deer,-98.2223,32.8882,315,6/24/21,0,23.4,29.1,34.8
Clay Deer,-98.2223,32.8882,315,6/25/21,0,24.8,30,35.2
Clay Deer,-98.2223,32.8882,315,6/26/21,0,24.4,29.6,34.8
Clay Deer,-98.2223,32.8882,315,6/27/21,0.38,23,28.4,33.8
Clay Deer,-98.2223,32.8882,315,6/28/21,1.61,21.7,27.3,32.8
Clay Deer,-98.2223,32.8882,315,6/29/21,33.09,22,26.2,30.4
Clay Deer,-98.2223,32.8882,315,6/30/21,5.67,22,26.4,30.7
Clay Deer,-98.2223,32.8882,315,7/1/21,0,22.2,26.9,31.6
Clay Deer,-98.2223,32.8882,315,7/2/21,0,23,28.7,34.3
Clay Deer,-98.2223,32.8882,315,7/3/21,10.65,23.5,27.6,31.8
Clay Deer,-98.2223,32.8882,315,7/4/21,44.11,21.3,24.5,27.7
Clay Deer,-98.2223,32.8882,315,7/5/21,0.34,21.9,26,30.2
Clay Deer,-98.2223,32.8882,315,7/6/21,2.22,21.2,25.9,30.6
Clay Deer,-98.2223,32.8882,315,7/7/21,0.93,21.4,26.5,31.6
Clay Deer,-98.2223,32.8882,315,7/8/21,0,22.1,27.5,33
Clay Deer,-98.2223,32.8882,315,7/9/21,0,22.3,27.8,33.2
Clay Deer,-98.2223,32.8882,315,7/10/21,0,22.6,26.3,30
Clay Deer,-98.2223,32.8882,315,7/11/21,7.89,19.9,26.5,33
Clay Deer,-98.2223,32.8882,315,7/12/21,0,20.6,26.3,32
Clay Deer,-98.2223,32.8882,315,7/13/21,0,20.2,26.1,32
Clay Deer,-98.2223,32.8882,315,7/14/21,0,20.2,26.9,33.6
Clay Deer,-98.2223,32.8882,315,7/15/21,0,20.8,26.5,32.3
Clay Deer,-98.2223,32.8882,315,7/16/21,0,22.4,27.4,32.4
Clay Deer,-98.2223,32.8882,315,7/17/21,0,24,28.4,32.8
Clay Deer,-98.2223,32.8882,315,7/18/21,0,24,28.8,33.6
Clay Deer,-98.2223,32.8882,315,7/19/21,17.13,22.9,28.3,33.8
Clay Deer,-98.2223,32.8882,315,7/20/21,4.79,20.8,26.1,31.4
Clay Deer,-98.2223,32.8882,315,7/21/21,0,20.6,25.8,31
Clay Deer,-98.2223,32.8882,315,7/22/21,0,20.7,26.2,31.8
Clay Deer,-98.2223,32.8882,315,7/23/21,0,21.5,27.3,33
Clay Deer,-98.2223,32.8882,315,7/24/21,0,23.1,28.7,34.3
Clay Deer,-98.2223,32.8882,315,7/25/21,0,22.9,29.7,36.4
Clay Deer,-98.2223,32.8882,315,7/26/21,0,23,30.1,37.3
Clay Deer,-98.2223,32.8882,315,7/27/21,0,23.8,30.9,37.9
Clay Deer,-98.2223,32.8882,315,7/28/21,1.23,24.6,31.3,38
Clay Deer,-98.2223,32.8882,315,7/29/21,0,23.9,30.1,36.3
Clay Deer,-98.2223,32.8882,315,7/30/21,0,24.3,30.3,36.3
Clay Deer,-98.2223,32.8882,315,7/31/21,0,24.7,30.5,36.3
Clay Deer,-98.2223,32.8882,315,8/1/21,0,24.7,30.9,37.1
Clay Deer,-98.2223,32.8882,315,8/2/21,1.97,22.1,27.2,32.3
Clay Deer,-98.2223,32.8882,315,8/3/21,3.73,19.2,25.1,30.9
Clay Deer,-98.2223,32.8882,315,8/4/21,0,19.2,25.8,32.3
Clay Deer,-98.2223,32.8882,315,8/5/21,0,20.6,26.3,32.1
Clay Deer,-98.2223,32.8882,315,8/6/21,0,21.7,27.4,33.2
Clay Deer,-98.2223,32.8882,315,8/7/21,0,22.3,28.6,35
Clay Deer,-98.2223,32.8882,315,8/8/21,0,23.4,29.4,35.4
Clay Deer,-98.2223,32.8882,315,8/9/21,0,24.7,30.4,36.2
Clay Deer,-98.2223,32.8882,315,8/10/21,0,24,30.4,36.8
Clay Deer,-98.2223,32.8882,315,8/11/21,0,23.2,29.8,36.4
Clay Deer,-98.2223,32.8882,315,8/12/21,0,23.2,30,36.8
Clay Deer,-98.2223,32.8882,315,8/13/21,0,24,30.6,37.1
Clay Deer,-98.2223,32.8882,315,8/14/21,0.89,23.5,29.7,35.9
Clay Deer,-98.2223,32.8882,315,8/15/21,2.11,22.7,26.1,29.6
Clay Deer,-98.2223,32.8882,315,8/16/21,0.91,21.2,27.1,32.9
Clay Deer,-98.2223,32.8882,315,8/17/21,52.26,21.8,27.9,34
Clay Deer,-98.2223,32.8882,315,8/18/21,41.06,21.4,24.9,28.5
Clay Deer,-98.2223,32.8882,315,8/19/21,49.78,21.7,24.8,28
Clay Deer,-98.2223,32.8882,315,8/20/21,1.38,24.2,29,33.8
Clay Deer,-98.2223,32.8882,315,8/21/21,0,24.3,29.7,35.1
Clay Deer,-98.2223,32.8882,315,8/22/21,0,24.2,29.6,34.9
Clay Deer,-98.2223,32.8882,315,8/23/21,0,22.4,28.8,35.1
Clay Deer,-98.2223,32.8882,315,8/24/21,0,22.2,28.7,35.2
Clay Deer,-98.2223,32.8882,315,8/25/21,0,22.8,29,35.2
Clay Deer,-98.2223,32.8882,315,8/26/21,0,22.8,29.2,35.5
Clay Deer,-98.2223,32.8882,315,8/27/21,0,22.8,28.8,34.8
Clay Deer,-98.2223,32.8882,315,8/28/21,0,22.3,27.8,33.3
Clay Deer,-98.2223,32.8882,315,8/29/21,0,22.2,27.7,33.3
Clay Deer,-98.2223,32.8882,315,8/30/21,0,22.3,26.8,31.3
Clay Deer,-98.2223,32.8882,315,8/31/21,0,22.2,27.9,33.6
Clay Deer,-98.2223,32.8882,315,9/1/21,0,22.5,29.1,35.8
Clay Deer,-98.2223,32.8882,315,9/2/21,0,23.4,29.9,36.3
Clay Deer,-98.2223,32.8882,315,9/3/21,0,23.5,29.6,35.7
Clay Deer,-98.2223,32.8882,315,9/4/21,0,23.3,29.5,35.7
Clay Deer,-98.2223,32.8882,315,9/5/21,0,23,29.6,36.2
Clay Deer,-98.2223,32.8882,315,9/6/21,2.63,21.3,26.3,31.3
Clay Deer,-98.2223,32.8882,315,9/7/21,0,19.3,26.9,34.5
Clay Deer,-98.2223,32.8882,315,9/8/21,0,20.1,27.5,34.9
Clay Deer,-98.2223,32.8882,315,9/9/21,0.81,16.5,25.5,34.4
Clay Deer,-98.2223,32.8882,315,9/10/21,0,15.4,24.3,33.1
Clay Deer,-98.2223,32.8882,315,9/11/21,0,16.9,25.2,33.5
Clay Deer,-98.2223,32.8882,315,9/12/21,0,15.2,24.3,33.4
Clay Deer,-98.2223,32.8882,315,9/13/21,0,15,23.8,32.5
Clay Deer,-98.2223,32.8882,315,9/14/21,0,16.5,24,31.5
Clay Deer,-98.2223,32.8882,315,9/15/21,0,17.5,23.9,30.2
Clay Deer,-98.2223,32.8882,315,9/16/21,0,17.6,24.6,31.7
Clay Deer,-98.2223,32.8882,315,9/17/21,0,18,25.2,32.3
Clay Deer,-98.2223,32.8882,315,9/18/21,0,18.3,26.3,34.2
Clay Deer,-98.2223,32.8882,315,9/19/21,0,18.3,26.4,34.5
Clay Deer,-98.2223,32.8882,315,9/20/21,0,18.7,26.9,35.2
Clay Deer,-98.2223,32.8882,315,9/21/21,0,21.3,29.8,38.2
Clay Deer,-98.2223,32.8882,315,9/22/21,0,10.2,19.9,29.6
Clay Deer,-98.2223,32.8882,315,9/23/21,0,9,18.4,27.7
Clay Deer,-98.2223,32.8882,315,9/24/21,0,9.2,19.2,29.2
Clay Deer,-98.2223,32.8882,315,9/25/21,0,11.3,21,30.7
Clay Deer,-98.2223,32.8882,315,9/26/21,0,12.2,22.4,32.6
Clay Deer,-98.2223,32.8882,315,9/27/21,0,15.4,23.9,32.3
Clay Deer,-98.2223,32.8882,315,9/28/21,0,16.3,23.8,31.4
Clay Deer,-98.2223,32.8882,315,9/29/21,8.13,17.8,26,34.2
Clay Deer,-98.2223,32.8882,315,9/30/21,5.67,18.2,25.2,32.2
Clay Deer,-98.2223,32.8882,315,10/1/21,33.83,18.3,25.1,32
Clay Deer,-98.2223,32.8882,315,10/2/21,0,18.3,22.2,26
Clay Deer,-98.2223,32.8882,315,10/3/21,0,15.2,21.7,28.1
Clay Deer,-98.2223,32.8882,315,10/4/21,0,12.8,21.2,29.5
Clay Deer,-98.2223,32.8882,315,10/5/21,0,12.2,21.3,30.4
Clay Deer,-98.2223,32.8882,315,10/6/21,0,10.5,20.2,29.8
Clay Deer,-98.2223,32.8882,315,10/7/21,0,10.4,20,29.7
Clay Deer,-98.2223,32.8882,315,10/8/21,0,13.4,22.9,32.5
Clay Deer,-98.2223,32.8882,315,10/9/21,0,17.8,25.6,33.3
Clay Deer,-98.2223,32.8882,315,10/10/21,0,18.3,25.7,33.1
Clay Deer,-98.2223,32.8882,315,10/11/21,10.86,12.7,22.8,32.8
Clay Deer,-98.2223,32.8882,315,10/12/21,0,12,19.5,26.9
Clay Deer,-98.2223,32.8882,315,10/13/21,0,18.7,24.5,30.3
Clay Deer,-98.2223,32.8882,315,10/14/21,63.72,14.4,20.2,26
Clay Deer,-98.2223,32.8882,315,10/15/21,0.37,17.4,22.6,27.8
Clay Deer,-98.2223,32.8882,315,10/16/21,0,5.9,14.4,22.9
Clay Deer,-98.2223,32.8882,315,10/17/21,0,5,13.6,22.1
Clay Deer,-98.2223,32.8882,315,10/18/21,0,4.9,13.6,22.3
Clay Deer,-98.2223,32.8882,315,10/19/21,0,6.7,15.3,24
Clay Deer,-98.2223,32.8882,315,10/20/21,0,14.4,20.6,26.8
Clay Deer,-98.2223,32.8882,315,10/21/21,0,14.8,21.3,27.7
Clay Deer,-98.2223,32.8882,315,10/22/21,0,12.3,20.2,28
Clay Deer,-98.2223,32.8882,315,10/23/21,0,12.6,20.8,29
Clay Deer,-98.2223,32.8882,315,10/24/21,0,16.5,23.5,30.5
Clay Deer,-98.2223,32.8882,315,10/25/21,0,11.2,21.8,32.3
Clay Deer,-98.2223,32.8882,315,10/26/21,0,11.2,20.9,30.6
Clay Deer,-98.2223,32.8882,315,10/27/21,14.5,15.1,22.4,29.6
Clay Deer,-98.2223,32.8882,315,10/28/21,0,13.1,16.8,20.5
Clay Deer,-98.2223,32.8882,315,10/29/21,0,10.9,16.4,21.8
Clay Deer,-98.2223,32.8882,315,10/30/21,0,3,12.1,21.2
Clay Deer,-98.2223,32.8882,315,10/31/21,0,3,14.2,25.5
Clay Deer,-98.2223,32.8882,315,11/1/21,0,9,17.6,26.2
Clay Deer,-98.2223,32.8882,315,11/2/21,0,9.7,16.9,24.2
Clay Deer,-98.2223,32.8882,315,11/3/21,16.12,8.1,9.8,11.6
Clay Deer,-98.2223,32.8882,315,11/4/21,4.69,7.3,8.1,8.9
Clay Deer,-98.2223,32.8882,315,11/5/21,0,2.9,7.6,12.3
Clay Deer,-98.2223,32.8882,315,11/6/21,0,2.7,9.6,16.4
Clay Deer,-98.2223,32.8882,315,11/7/21,0,4.2,12.5,20.8
Clay Deer,-98.2223,32.8882,315,11/8/21,0,8,16.5,25
Clay Deer,-98.2223,32.8882,315,11/9/21,0,10,17.1,24.3
Clay Deer,-98.2223,32.8882,315,11/10/21,0,14.5,19.6,24.8
Clay Deer,-98.2223,32.8882,315,11/11/21,0,9.5,17,24.5
Clay Deer,-98.2223,32.8882,315,11/12/21,0,5.1,12.3,19.5
Clay Deer,-98.2223,32.8882,315,11/13/21,0,0.6,9.8,19
Clay Deer,-98.2223,32.8882,315,11/14/21,0,0,10.5,20.9
Clay Deer,-98.2223,32.8882,315,11/15/21,0,4.5,13,21.5
Clay Deer,-98.2223,32.8882,315,11/16/21,0,4.6,16.4,28.1
Clay Deer,-98.2223,32.8882,315,11/17/21,0,15.3,22,28.7
Clay Deer,-98.2223,32.8882,315,11/18/21,0,5.8,15.6,25.5
Clay Deer,-98.2223,32.8882,315,11/19/21,0,-0.7,7.4,15.6
Clay Deer,-98.2223,32.8882,315,11/20/21,0,-0.1,8.6,17.4
Clay Deer,-98.2223,32.8882,315,11/21/21,0,8.6,16.8,25
Clay Deer,-98.2223,32.8882,315,11/22/21,0,1.1,8.7,16.3
Clay Deer,-98.2223,32.8882,315,11/23/21,0,0.1,9.6,19.2
Clay Deer,-98.2223,32.8882,315,11/24/21,0,3.4,13.1,22.7
Clay Deer,-98.2223,32.8882,315,11/25/21,0,7,15.8,24.6
Clay Deer,-98.2223,32.8882,315,11/26/21,0,-2.6,5.4,13.3
Clay Deer,-98.2223,32.8882,315,11/27/21,0,-2.9,6.2,15.4
Clay Deer,-98.2223,32.8882,315,11/28/21,18.89,6,9.1,12.1
Clay Deer,-98.2223,32.8882,315,11/29/21,0,2,10,18
Clay Deer,-98.2223,32.8882,315,11/30/21,0,2.7,13.6,24.4
Clay Deer,-98.2223,32.8882,315,12/1/21,0,7.6,16.5,25.3
Clay Deer,-98.2223,32.8882,315,12/2/21,0,5.2,14.5,23.8
Clay Deer,-98.2223,32.8882,315,12/3/21,0,5,15.1,25.2
Clay Deer,-98.2223,32.8882,315,12/4/21,2.46,13.6,19.9,26.2
Clay Deer,-98.2223,32.8882,315,12/5/21,0,6.1,13.4,20.7
Clay Deer,-98.2223,32.8882,315,12/6/21,0,8.3,16.5,24.8
Clay Deer,-98.2223,32.8882,315,12/7/21,0,-3.1,4,11
Clay Deer,-98.2223,32.8882,315,12/8/21,0,-2.6,6.2,15
Clay Deer,-98.2223,32.8882,315,12/9/21,0,0.8,8.8,16.9
Clay Deer,-98.2223,32.8882,315,12/10/21,0,13.4,20.1,26.8
Clay Deer,-98.2223,32.8882,315,12/11/21,0,5.4,17.2,29.1
Clay Deer,-98.2223,32.8882,315,12/12/21,0,-2.9,4.2,11.3
Clay Deer,-98.2223,32.8882,315,12/13/21,0,-1.9,7.6,17.1
